chrom	feature	4D_pi
OX359250.1	g1857	NaN
OX359250.1	g1858	0.0
OX359250.1	g1859	0.0006561679790026247
OX359250.1	g1860	NaN
OX359250.1	g1861	NaN
OX359250.1	g1862	0.0
OX359250.1	g1863	NaN
OX359250.1	g1864	0.0
OX359250.1	g1865	NaN
OX359250.1	g1866	NaN
OX359250.1	g1867	NaN
OX359250.1	g1868	NaN
OX359250.1	g1869	NaN
OX359250.1	g1870	NaN
OX359250.1	g1871	NaN
OX359250.1	g1872	0.0
OX359250.1	g1873	NaN
OX359250.1	g1874	NaN
OX359250.1	g1875	0.0
OX359250.1	g1876	NaN
OX359250.1	g1877	NaN
OX359250.1	g1878	NaN
OX359250.1	g1879	NaN
OX359250.1	g1880	NaN
OX359250.1	g1881	NaN
OX359250.1	g1882	NaN
OX359250.1	g1883	NaN
OX359250.1	g1884	NaN
OX359250.1	g1885	NaN
OX359250.1	g1886	0.004901960784313725
OX359250.1	g1887	0.0021367521367521365
OX359250.1	g1888	NaN
OX359250.1	g1889	NaN
OX359250.1	g1890	NaN
OX359250.1	g1891	NaN
OX359250.1	g1892	0.0006116207951070336
OX359250.1	g1893	NaN
OX359250.1	g1894	NaN
OX359250.1	g1895	NaN
OX359250.1	g1896	0.013051270063892785
OX359250.1	g1897	0.02585830054810182
OX359250.1	g1898	0.0
OX359250.1	g1899	NaN
OX359250.1	g1900	NaN
OX359250.1	g1901	NaN
OX359250.1	g1902	NaN
OX359250.1	g1903	NaN
OX359250.1	g1904	NaN
OX359250.1	g1905	NaN
OX359250.1	g1906	NaN
OX359250.1	g1907	NaN
OX359250.1	g1908	NaN
OX359250.1	g1909	NaN
OX359250.1	g1910	NaN
OX359250.1	g1911	NaN
OX359250.1	g1912	NaN
OX359250.1	g1913	NaN
OX359250.1	g1914	NaN
OX359250.1	g1915	NaN
OX359250.1	g1916	NaN
OX359250.1	g1917	NaN
OX359250.1	g1918	NaN
OX359250.1	g1919	NaN
OX359250.1	g1920	NaN
OX359250.1	g1921	NaN
OX359250.1	g1922	NaN
OX359250.1	g1923	NaN
OX359250.1	g1924	NaN
OX359250.1	g1925	NaN
OX359250.1	g1926	NaN
OX359250.1	g1927	NaN
OX359250.1	g1928	NaN
OX359250.1	g1929	NaN
OX359250.1	g1930	NaN
OX359250.1	g1931	NaN
OX359250.1	g1932	NaN
OX359250.1	g1933	NaN
OX359250.1	g1934	NaN
OX359250.1	g1935	NaN
OX359250.1	g1936	NaN
OX359250.1	g1937	NaN
OX359250.1	g1938	NaN
OX359250.1	g1939	NaN
OX359250.1	g1940	NaN
OX359250.1	g1941	NaN
OX359250.1	g1942	NaN
OX359250.1	g1943	NaN
OX359250.1	g1944	NaN
OX359250.1	g1945	NaN
OX359250.1	g1946	NaN
OX359250.1	g1947	NaN
OX359250.1	g1948	NaN
OX359250.1	g1949	NaN
OX359250.1	g1950	NaN
OX359250.1	g1951	NaN
OX359250.1	g1952	NaN
OX359250.1	g1953	NaN
OX359250.1	g1954	NaN
OX359250.1	g1955	NaN
OX359250.1	g1956	NaN
OX359250.1	g1957	NaN
OX359250.1	g1958	NaN
OX359250.1	g1959	NaN
OX359250.1	g1960	NaN
OX359250.1	g1961	NaN
OX359250.1	g1962	NaN
OX359250.1	g1963	NaN
OX359250.1	g1964	NaN
OX359250.1	g1965	NaN
OX359250.1	g1966	NaN
OX359250.1	g1967	NaN
OX359250.1	g1968	NaN
OX359250.1	g1969	NaN
OX359250.1	g1970	NaN
OX359250.1	g1971	NaN
OX359250.1	g1972	NaN
OX359250.1	g1973	NaN
OX359250.1	g1974	NaN
OX359250.1	g1975	NaN
OX359250.1	g1976	NaN
OX359250.1	g1977	NaN
OX359250.1	g1978	NaN
OX359250.1	g1979	NaN
OX359250.1	g1980	NaN
OX359250.1	g1981	NaN
OX359250.1	g1982	NaN
OX359250.1	g1983	NaN
OX359250.1	g1984	NaN
OX359250.1	g1985	NaN
OX359250.1	g1986	NaN
OX359250.1	g1987	NaN
OX359250.1	g1988	NaN
OX359250.1	g1989	NaN
OX359250.1	g1990	NaN
OX359250.1	g1991	NaN
OX359250.1	g1992	NaN
OX359250.1	g1993	NaN
OX359250.1	g1994	NaN
OX359250.1	g1995	NaN
OX359250.1	g1996	NaN
OX359250.1	g1997	NaN
OX359250.1	g1998	NaN
OX359250.1	g1999	NaN
OX359250.1	g2000	NaN
OX359250.1	g2001	NaN
OX359250.1	g2002	NaN
OX359250.1	g2003	NaN
OX359250.1	g2004	NaN
OX359250.1	g2005	NaN
OX359250.1	g2006	NaN
OX359250.1	g2007	NaN
OX359250.1	g2008	NaN
OX359250.1	g2009	NaN
OX359250.1	g2010	NaN
OX359250.1	g2011	NaN
OX359250.1	g2012	NaN
OX359250.1	g2013	NaN
OX359250.1	g2014	NaN
OX359250.1	g2015	NaN
OX359250.1	g2016	NaN
OX359250.1	g2017	NaN
OX359250.1	g2018	NaN
OX359250.1	g2019	NaN
OX359250.1	g2020	NaN
OX359250.1	g2021	NaN
OX359250.1	g2022	NaN
OX359250.1	g2023	NaN
OX359250.1	g2024	NaN
OX359250.1	g2025	NaN
OX359250.1	g2026	NaN
OX359250.1	g2027	NaN
OX359250.1	g2028	NaN
OX359250.1	g2029	NaN
OX359250.1	g2030	NaN
OX359250.1	g2031	NaN
OX359250.1	g2032	NaN
OX359250.1	g2033	NaN
OX359250.1	g2034	NaN
OX359250.1	g2035	NaN
OX359250.1	g2036	NaN
OX359250.1	g2037	NaN
OX359250.1	g2038	NaN
OX359250.1	g2039	NaN
OX359250.1	g2040	NaN
OX359250.1	g2041	NaN
OX359250.1	g2042	NaN
OX359250.1	g2043	NaN
OX359250.1	g2044	NaN
OX359250.1	g2045	NaN
OX359250.1	g2046	NaN
OX359250.1	g2047	NaN
OX359250.1	g2048	NaN
OX359250.1	g2049	NaN
OX359250.1	g2050	NaN
OX359250.1	g2051	NaN
OX359250.1	g2052	NaN
OX359250.1	g2053	NaN
OX359250.1	g2054	NaN
OX359250.1	g2055	NaN
OX359250.1	g2056	NaN
OX359250.1	g2057	NaN
OX359250.1	g2058	NaN
OX359250.1	g2059	NaN
OX359250.1	g2060	NaN
OX359250.1	g2061	NaN
OX359250.1	g2062	NaN
OX359250.1	g2063	NaN
OX359250.1	g2064	NaN
OX359250.1	g2065	NaN
OX359250.1	g2066	NaN
OX359250.1	g2067	NaN
OX359250.1	g2068	NaN
OX359250.1	g2069	NaN
OX359250.1	g2070	NaN
OX359250.1	g2071	NaN
OX359250.1	g2072	NaN
OX359250.1	g2073	NaN
OX359250.1	g2074	NaN
OX359250.1	g2075	NaN
OX359250.1	g2076	NaN
OX359250.1	g2077	NaN
OX359250.1	g2078	NaN
OX359250.1	g2079	NaN
OX359250.1	g2080	NaN
OX359250.1	g2081	NaN
OX359250.1	g2082	NaN
OX359250.1	g2083	NaN
OX359250.1	g2084	NaN
OX359250.1	g2085	NaN
OX359250.1	g2086	NaN
OX359250.1	g2087	NaN
OX359250.1	g2088	NaN
OX359250.1	g2089	NaN
OX359250.1	g2090	NaN
OX359250.1	g2091	NaN
OX359250.1	g2092	NaN
OX359250.1	g2093	NaN
OX359250.1	g2094	NaN
OX359250.1	g2095	NaN
OX359250.1	g2096	NaN
OX359250.1	g2097	NaN
OX359250.1	g2098	NaN
OX359250.1	g2099	NaN
OX359250.1	g2100	NaN
OX359250.1	g2101	NaN
OX359250.1	g2102	NaN
OX359250.1	g2103	NaN
OX359250.1	g2104	NaN
OX359250.1	g2105	NaN
OX359250.1	g2106	NaN
OX359250.1	g2107	NaN
OX359250.1	g2108	NaN
OX359250.1	g2109	NaN
OX359250.1	g2110	NaN
OX359250.1	g2111	NaN
OX359250.1	g2112	NaN
OX359250.1	g2113	NaN
OX359250.1	g2114	NaN
OX359250.1	g2115	NaN
OX359250.1	g2116	NaN
OX359250.1	g2117	NaN
OX359250.1	g2118	NaN
OX359250.1	g2119	NaN
OX359250.1	g2120	NaN
OX359250.1	g2121	NaN
OX359250.1	g2122	NaN
OX359250.1	g2123	NaN
OX359250.1	g2124	NaN
OX359250.1	g2125	NaN
OX359250.1	g2126	NaN
OX359250.1	g2127	NaN
OX359250.1	g2128	NaN
OX359250.1	g2129	NaN
OX359250.1	g2130	NaN
OX359250.1	g2131	NaN
OX359250.1	g2132	NaN
OX359250.1	g2133	NaN
OX359250.1	g2134	NaN
OX359250.1	g2135	NaN
OX359250.1	g2136	NaN
OX359250.1	g2137	NaN
OX359250.1	g2138	NaN
OX359250.1	g2139	NaN
OX359250.1	g2140	NaN
OX359250.1	g2141	NaN
OX359250.1	g2142	NaN
OX359250.1	g2143	NaN
OX359250.1	g2144	NaN
OX359250.1	g2145	NaN
OX359250.1	g2146	NaN
OX359250.1	g2147	NaN
OX359250.1	g2148	NaN
OX359250.1	g2149	NaN
OX359250.1	g2150	NaN
OX359250.1	g2151	NaN
OX359250.1	g2152	NaN
OX359250.1	g2153	NaN
OX359250.1	g2154	NaN
OX359250.1	g2155	NaN
OX359250.1	g2156	NaN
OX359250.1	g2157	NaN
OX359250.1	g2158	NaN
OX359250.1	g2159	NaN
OX359250.1	g2160	NaN
OX359250.1	g2161	NaN
OX359250.1	g2162	NaN
OX359250.1	g2163	NaN
OX359250.1	g2164	NaN
OX359250.1	g2165	NaN
OX359250.1	g2166	NaN
OX359250.1	g2167	NaN
OX359250.1	g2168	NaN
OX359250.1	g2169	NaN
OX359250.1	g2170	NaN
OX359250.1	g2171	NaN
OX359250.1	g2172	NaN
OX359250.1	g2173	NaN
OX359250.1	g2174	NaN
OX359250.1	g2175	NaN
OX359250.1	g2176	NaN
OX359250.1	g2177	NaN
OX359250.1	g2178	NaN
OX359250.1	g2179	NaN
OX359250.1	g2180	NaN
OX359250.1	g2181	NaN
OX359250.1	g2182	NaN
OX359250.1	g2183	NaN
OX359250.1	g2184	NaN
OX359250.1	g2185	NaN
OX359250.1	g2186	NaN
OX359250.1	g2187	NaN
OX359250.1	g2188	NaN
OX359250.1	g2189	NaN
OX359250.1	g2190	NaN
OX359250.1	g2191	NaN
OX359250.1	g2192	NaN
OX359250.1	g2193	NaN
OX359250.1	g2194	NaN
OX359250.1	g2195	NaN
OX359250.1	g2196	NaN
OX359250.1	g2197	NaN
OX359250.1	g2198	NaN
OX359250.1	g2199	NaN
OX359250.1	g2200	NaN
OX359250.1	g2201	NaN
OX359250.1	g2202	NaN
OX359250.1	g2203	NaN
OX359250.1	g2204	NaN
OX359250.1	g2205	NaN
OX359250.1	g2206	NaN
OX359250.1	g2207	NaN
OX359250.1	g2208	NaN
OX359250.1	g2209	NaN
OX359250.1	g2210	NaN
OX359250.1	g2211	NaN
OX359250.1	g2212	NaN
OX359250.1	g2213	NaN
OX359250.1	g2214	NaN
OX359250.1	g2215	NaN
OX359250.1	g2216	NaN
OX359250.1	g2217	NaN
OX359250.1	g2218	NaN
OX359250.1	g2219	NaN
OX359250.1	g2220	NaN
OX359250.1	g2221	NaN
OX359250.1	g2222	NaN
OX359250.1	g2223	NaN
OX359250.1	g2224	NaN
OX359250.1	g2225	NaN
OX359250.1	g2226	NaN
OX359250.1	g2227	NaN
OX359250.1	g2228	NaN
OX359250.1	g2229	NaN
OX359250.1	g2230	NaN
OX359250.1	g2231	NaN
OX359250.1	g2232	NaN
OX359250.1	g2233	NaN
OX359250.1	g2234	NaN
OX359250.1	g2235	NaN
OX359250.1	g2236	NaN
OX359250.1	g2237	NaN
OX359250.1	g2238	NaN
OX359250.1	g2239	NaN
OX359250.1	g2240	NaN
OX359250.1	g2241	NaN
OX359250.1	g2242	NaN
OX359250.1	g2243	NaN
OX359250.1	g2244	NaN
OX359250.1	g2245	NaN
OX359250.1	g2246	NaN
OX359250.1	g2247	NaN
OX359250.1	g2248	NaN
OX359250.1	g2249	NaN
OX359250.1	g2250	NaN
OX359250.1	g2251	NaN
OX359250.1	g2252	NaN
OX359250.1	g2253	NaN
OX359250.1	g2254	NaN
OX359250.1	g2255	NaN
OX359250.1	g2256	NaN
OX359250.1	g2257	NaN
OX359250.1	g2258	NaN
OX359250.1	g2259	NaN
OX359250.1	g2260	NaN
OX359250.1	g2261	NaN
OX359250.1	g2262	NaN
OX359250.1	g2263	NaN
OX359250.1	g2264	NaN
OX359250.1	g2265	NaN
OX359250.1	g2266	NaN
OX359250.1	g2267	NaN
OX359250.1	g2268	NaN
OX359250.1	g2269	NaN
OX359250.1	g2270	NaN
OX359250.1	g2271	NaN
OX359250.1	g2272	NaN
OX359250.1	g2273	NaN
OX359250.1	g2274	NaN
OX359250.1	g2275	NaN
OX359250.1	g2276	NaN
OX359250.1	g2277	NaN
OX359250.1	g2278	NaN
OX359250.1	g2279	NaN
OX359250.1	g2280	NaN
OX359250.1	g2281	NaN
OX359250.1	g2282	NaN
OX359250.1	g2283	NaN
OX359250.1	g2284	NaN
OX359250.1	g2285	NaN
OX359250.1	g2286	NaN
OX359250.1	g2287	NaN
OX359250.1	g2288	NaN
OX359250.1	g2289	NaN
OX359250.1	g2290	NaN
OX359250.1	g2291	NaN
OX359250.1	g2292	NaN
OX359250.1	g2293	NaN
OX359250.1	g2294	NaN
OX359250.1	g2295	NaN
OX359250.1	g2296	NaN
OX359250.1	g2297	NaN
OX359250.1	g2298	NaN
OX359250.1	g2299	NaN
OX359250.1	g2300	NaN
OX359250.1	g2301	NaN
OX359250.1	g2302	NaN
OX359250.1	g2303	NaN
OX359250.1	g2304	NaN
OX359250.1	g2305	NaN
OX359250.1	g2306	NaN
OX359250.1	g2307	NaN
OX359250.1	g2308	NaN
OX359250.1	g2309	NaN
OX359250.1	g2310	NaN
OX359250.1	g2311	NaN
OX359250.1	g2312	NaN
OX359250.1	g2313	NaN
OX359250.1	g2314	NaN
OX359250.1	g2315	NaN
OX359250.1	g2316	NaN
OX359250.1	g2317	NaN
OX359250.1	g2318	NaN
OX359250.1	g2319	NaN
OX359250.1	g2320	NaN
OX359250.1	g2321	NaN
OX359250.1	g2322	NaN
OX359250.1	g2323	NaN
OX359250.1	g2324	NaN
OX359250.1	g2325	NaN
OX359250.1	g2326	NaN
OX359250.1	g2327	NaN
OX359250.1	g2328	NaN
OX359250.1	g2329	NaN
OX359250.1	g2330	NaN
OX359250.1	g2331	NaN
OX359250.1	g2332	NaN
OX359250.1	g2333	NaN
OX359250.1	g2334	NaN
OX359250.1	g2335	NaN
OX359250.1	g2336	NaN
OX359250.1	g2337	NaN
OX359250.1	g2338	NaN
OX359250.1	g2339	NaN
OX359250.1	g2340	NaN
OX359250.1	g2341	NaN
OX359250.1	g2342	NaN
OX359250.1	g2343	NaN
OX359250.1	g2344	NaN
OX359250.1	g2345	NaN
OX359250.1	g2346	NaN
OX359250.1	g2347	NaN
OX359250.1	g2348	NaN
OX359250.1	g2349	NaN
OX359250.1	g2350	NaN
OX359250.1	g2351	NaN
OX359250.1	g2352	NaN
OX359250.1	g2353	NaN
OX359250.1	g2354	NaN
OX359250.1	g2355	NaN
OX359250.1	g2356	NaN
OX359250.1	g2357	NaN
OX359250.1	g2358	NaN
OX359250.1	g2359	NaN
OX359250.1	g2360	NaN
OX359250.1	g2361	NaN
OX359250.1	g2362	NaN
OX359250.1	g2363	NaN
OX359250.1	g2364	NaN
OX359250.1	g2365	NaN
OX359250.1	g2366	NaN
OX359250.1	g2367	NaN
OX359250.1	g2368	NaN
OX359250.1	g2369	NaN
OX359250.1	g2370	NaN
OX359250.1	g2371	NaN
OX359250.1	g2372	NaN
OX359250.1	g2373	NaN
OX359250.1	g2374	NaN
OX359250.1	g2375	NaN
OX359250.1	g2376	NaN
OX359250.1	g2377	NaN
OX359250.1	g2378	NaN
OX359250.1	g2379	NaN
OX359250.1	g2380	NaN
OX359250.1	g2381	NaN
OX359250.1	g2382	NaN
OX359250.1	g2383	NaN
OX359250.1	g2384	NaN
OX359250.1	g2385	NaN
OX359250.1	g2386	NaN
OX359250.1	g2387	NaN
OX359250.1	g2388	NaN
OX359250.1	g2389	NaN
OX359250.1	g2390	NaN
OX359250.1	g2391	NaN
OX359250.1	g2392	NaN
OX359250.1	g2393	NaN
OX359250.1	g2394	NaN
OX359250.1	g2395	NaN
OX359250.1	g2396	NaN
OX359250.1	g2397	NaN
OX359250.1	g2398	NaN
OX359250.1	g2399	NaN
OX359250.1	g2400	NaN
OX359250.1	g2401	NaN
OX359250.1	g2402	NaN
OX359250.1	g2403	NaN
OX359250.1	g2404	NaN
OX359250.1	g2405	NaN
OX359250.1	g2406	NaN
OX359250.1	g2407	NaN
OX359250.1	g2408	NaN
OX359250.1	g2409	NaN
OX359250.1	g2410	NaN
OX359250.1	g2411	NaN
OX359250.1	g2412	NaN
OX359250.1	g2413	NaN
OX359250.1	g2414	NaN
OX359250.1	g2415	NaN
OX359250.1	g2416	NaN
OX359250.1	g2417	NaN
OX359250.1	g2418	NaN
OX359250.1	g2419	NaN
OX359250.1	g2420	NaN
OX359250.1	g2421	NaN
OX359250.1	g2422	NaN
OX359250.1	g2423	NaN
OX359250.1	g2424	NaN
OX359250.1	g2425	NaN
OX359250.1	g2426	NaN
OX359250.1	g2427	NaN
OX359250.1	g2428	NaN
OX359250.1	g2429	NaN
OX359250.1	g2430	NaN
OX359250.1	g2431	NaN
OX359250.1	g2432	NaN
OX359250.1	g2433	NaN
OX359250.1	g2434	NaN
OX359250.1	g2435	NaN
OX359250.1	g2436	NaN
OX359250.1	g2437	NaN
OX359250.1	g2438	NaN
OX359250.1	g2439	NaN
OX359250.1	g2440	NaN
OX359250.1	g2441	NaN
OX359250.1	g2442	NaN
OX359250.1	g2443	NaN
OX359250.1	g2444	NaN
OX359250.1	g2445	NaN
OX359250.1	g2446	NaN
OX359250.1	g2447	NaN
OX359250.1	g2448	NaN
OX359250.1	g2449	NaN
OX359250.1	g2450	NaN
OX359250.1	g2451	NaN
OX359250.1	g2452	NaN
OX359250.1	g2453	NaN
OX359250.1	g2454	NaN
OX359250.1	g2455	NaN
OX359250.1	g2456	NaN
OX359250.1	g2457	NaN
OX359250.1	g2458	NaN
OX359250.1	g2459	NaN
OX359250.1	g2460	NaN
OX359250.1	g2461	NaN
OX359250.1	g2462	NaN
OX359250.1	g2463	NaN
OX359250.1	g2464	NaN
OX359250.1	g2465	NaN
OX359250.1	g2466	NaN
OX359250.1	g2467	NaN
OX359250.1	g2468	NaN
OX359250.1	g2469	NaN
OX359250.1	g2470	NaN
OX359250.1	g2471	NaN
OX359250.1	g2472	NaN
OX359250.1	g2473	NaN
OX359250.1	g2474	NaN
OX359250.1	g2475	NaN
OX359250.1	g2476	NaN
OX359250.1	g2477	NaN
OX359250.1	g2478	NaN
OX359250.1	g2479	NaN
OX359250.1	g2480	NaN
OX359250.1	g2481	NaN
OX359250.1	g2482	NaN
OX359250.1	g2483	NaN
OX359250.1	g2484	NaN
OX359250.1	g2485	NaN
OX359250.1	g2486	NaN
OX359250.1	g2487	NaN
OX359250.1	g2488	NaN
OX359250.1	g2489	NaN
OX359250.1	g2490	NaN
OX359250.1	g2491	NaN
OX359250.1	g2492	NaN
OX359250.1	g2493	NaN
OX359250.1	g2494	NaN
OX359250.1	g2495	NaN
OX359250.1	g2496	NaN
OX359250.1	g2497	NaN
OX359250.1	g2498	NaN
OX359250.1	g2499	NaN
OX359250.1	g2500	NaN
OX359250.1	g2501	NaN
OX359250.1	g2502	NaN
OX359250.1	g2503	NaN
OX359250.1	g2504	NaN
OX359250.1	g2505	NaN
OX359250.1	g2506	NaN
OX359250.1	g2507	NaN
OX359250.1	g2508	NaN
OX359250.1	g2509	NaN
OX359250.1	g2510	NaN
OX359250.1	g2511	NaN
OX359250.1	g2512	NaN
OX359250.1	g2513	NaN
OX359250.1	g2514	NaN
OX359250.1	g2515	NaN
OX359250.1	g2516	NaN
OX359250.1	g2517	NaN
OX359250.1	g2518	NaN
OX359250.1	g2519	NaN
OX359250.1	g2520	NaN
OX359250.1	g2521	NaN
OX359250.1	g2522	NaN
OX359250.1	g2523	NaN
OX359250.1	g2524	NaN
OX359250.1	g2525	NaN
OX359250.1	g2526	NaN
OX359250.1	g2527	NaN
OX359250.1	g2528	NaN
OX359250.1	g2529	NaN
OX359250.1	g2530	NaN
OX359250.1	g2531	NaN
OX359250.1	g2532	NaN
OX359250.1	g2533	NaN
OX359250.1	g2534	NaN
OX359250.1	g2535	NaN
OX359250.1	g2536	NaN
OX359250.1	g2537	NaN
OX359250.1	g2538	NaN
OX359250.1	g2539	NaN
OX359250.1	g2540	NaN
OX359250.1	g2541	NaN
OX359250.1	g2542	NaN
OX359250.1	g2543	NaN
OX359250.1	g2544	NaN
OX359250.1	g2545	NaN
OX359250.1	g2546	NaN
OX359250.1	g2547	NaN
OX359250.1	g2548	NaN
OX359250.1	g2549	NaN
OX359250.1	g2550	NaN
OX359250.1	g2551	NaN
OX359250.1	g2552	NaN
OX359250.1	g2553	NaN
OX359250.1	g2554	NaN
OX359250.1	g2555	NaN
OX359250.1	g2556	NaN
OX359250.1	g2557	NaN
OX359250.1	g2558	NaN
OX359250.1	g2559	NaN
OX359250.1	g2560	NaN
OX359250.1	g2561	NaN
OX359250.1	g2562	NaN
OX359250.1	g2563	NaN
OX359250.1	g2564	NaN
OX359250.1	g2565	NaN
OX359250.1	g2566	NaN
OX359250.1	g2567	NaN
OX359250.1	g2568	NaN
OX359250.1	g2569	NaN
OX359250.1	g2570	NaN
OX359250.1	g2571	NaN
OX359250.1	g2572	NaN
OX359250.1	g2573	NaN
OX359250.1	g2574	NaN
OX359250.1	g2575	NaN
OX359250.1	g2576	NaN
OX359250.1	g2577	NaN
OX359250.1	g2578	NaN
OX359250.1	g2579	NaN
OX359250.1	g2580	NaN
OX359250.1	g2581	NaN
OX359250.1	g2582	NaN
OX359250.1	g2583	NaN
OX359250.1	g2584	NaN
OX359250.1	g2585	NaN
OX359250.1	g2586	NaN
OX359250.1	g2587	NaN
OX359250.1	g2588	NaN
OX359250.1	g2589	NaN
OX359250.1	g2590	NaN
OX359250.1	g2591	NaN
OX359250.1	g2592	NaN
OX359250.1	g2593	NaN
OX359250.1	g2594	NaN
OX359250.1	g2595	NaN
OX359250.1	g2596	NaN
OX359250.1	g2597	NaN
OX359250.1	g2598	NaN
OX359250.1	g2599	NaN
OX359250.1	g2600	NaN
OX359250.1	g2601	NaN
OX359250.1	g2602	NaN
OX359250.1	g2603	NaN
OX359250.1	g2604	NaN
OX359250.1	g2605	NaN
OX359250.1	g2606	NaN
OX359250.1	g2607	NaN
OX359250.1	g2608	NaN
OX359250.1	g2609	NaN
OX359250.1	g2610	NaN
OX359250.1	g2611	NaN
OX359250.1	g2612	NaN
OX359250.1	g2613	NaN
OX359250.1	g2614	NaN
OX359250.1	g2615	NaN
OX359250.1	g2616	NaN
OX359250.1	g2617	NaN
OX359250.1	g2618	NaN
OX359250.1	g2619	NaN
OX359250.1	g2620	NaN
OX359250.1	g2621	NaN
OX359250.1	g2622	NaN
OX359250.1	g2623	NaN
OX359250.1	g2624	NaN
OX359250.1	g2625	NaN
OX359250.1	g2626	NaN
OX359250.1	g2627	NaN
OX359250.1	g2628	NaN
OX359250.1	g2629	NaN
OX359250.1	g2630	NaN
OX359250.1	g2631	NaN
OX359250.1	g2632	NaN
OX359250.1	g2633	NaN
OX359250.1	g2634	NaN
OX359250.1	g2635	NaN
OX359250.1	g2636	NaN
OX359250.1	g2637	NaN
OX359250.1	g2638	NaN
OX359250.1	g2639	NaN
OX359250.1	g2640	NaN
OX359250.1	g2641	NaN
OX359250.1	g2642	NaN
OX359250.1	g2643	NaN
OX359250.1	g2644	NaN
OX359250.1	g2645	NaN
OX359250.1	g2646	NaN
OX359250.1	g2647	NaN
OX359250.1	g2648	NaN
OX359250.1	g2649	NaN
OX359250.1	g2650	NaN
OX359250.1	g2651	NaN
OX359250.1	g2652	NaN
OX359250.1	g2653	NaN
OX359250.1	g2654	NaN
OX359250.1	g2655	NaN
OX359250.1	g2656	NaN
OX359250.1	g2657	NaN
OX359250.1	g2658	NaN
OX359250.1	g2659	NaN
OX359250.1	g2660	NaN
OX359250.1	g2661	NaN
OX359250.1	g2662	NaN
OX359250.1	g2663	NaN
OX359250.1	g2664	NaN
OX359250.1	g2665	NaN
OX359250.1	g2666	NaN
OX359250.1	g2667	NaN
OX359250.1	g2668	NaN
OX359250.1	g2669	NaN
OX359250.1	g2670	NaN
OX359250.1	g2671	NaN
OX359250.1	g2672	NaN
OX359250.1	g2673	NaN
OX359250.1	g2674	NaN
OX359250.1	g2675	NaN
OX359250.1	g2676	NaN
OX359250.1	g2677	NaN
OX359250.1	g2678	NaN
OX359250.1	g2679	NaN
OX359250.1	g2680	NaN
OX359250.1	g2681	NaN
OX359250.1	g2682	NaN
OX359250.1	g2683	NaN
OX359250.1	g2684	NaN
OX359250.1	g2685	NaN
OX359250.1	g2686	NaN
OX359250.1	g2687	NaN
OX359250.1	g2688	NaN
OX359250.1	g2689	NaN
OX359250.1	g2690	NaN
OX359250.1	g2691	NaN
OX359250.1	g2692	NaN
OX359250.1	g2693	NaN
OX359250.1	g2694	NaN
OX359250.1	g2695	NaN
OX359250.1	g2696	NaN
OX359250.1	g2697	NaN
OX359250.1	g2698	NaN
OX359250.1	g2699	NaN
OX359250.1	g2700	NaN
OX359250.1	g2701	NaN
OX359250.1	g2702	NaN
OX359250.1	g2703	NaN
OX359250.1	g2704	NaN
OX359250.1	g2705	NaN
OX359250.1	g2706	NaN
OX359250.1	g2707	NaN
OX359250.1	g2708	NaN
OX359250.1	g2709	NaN
OX359250.1	g2710	NaN
OX359250.1	g2711	NaN
OX359250.1	g2712	NaN
OX359250.1	g2713	NaN
OX359250.1	g2714	NaN
OX359250.1	g2715	NaN
OX359250.1	g2716	NaN
OX359250.1	g2717	NaN
OX359250.1	g2718	NaN
OX359250.1	g2719	NaN
OX359250.1	g2720	NaN
OX359250.1	g2721	NaN
OX359250.1	g2722	NaN
OX359250.1	g2723	NaN
OX359250.1	g2724	NaN
OX359250.1	g2725	NaN
OX359250.1	g2726	NaN
OX359250.1	g2727	NaN
OX359250.1	g2728	NaN
OX359250.1	g2729	NaN
OX359250.1	g2730	NaN
OX359250.1	g2731	NaN
OX359250.1	g2732	NaN
OX359250.1	g2733	NaN
OX359250.1	g2734	NaN
OX359250.1	g2735	NaN
OX359250.1	g2736	NaN
OX359250.1	g2737	NaN
OX359250.1	g2738	NaN
OX359250.1	g2739	NaN
OX359250.1	g2740	NaN
OX359250.1	g2741	NaN
OX359250.1	g2742	NaN
OX359250.1	g2743	NaN
OX359250.1	g2744	NaN
OX359250.1	g2745	NaN
OX359250.1	g2746	NaN
OX359250.1	g2747	NaN
OX359250.1	g2748	NaN
OX359250.1	g2749	NaN
OX359250.1	g2750	NaN
OX359250.1	g2751	NaN
OX359250.1	g2752	NaN
OX359250.1	g2753	NaN
OX359250.1	g2754	NaN
OX359250.1	g2755	NaN
OX359250.1	g2756	NaN
OX359250.1	g2757	NaN
OX359250.1	g2758	NaN
OX359250.1	g2759	NaN
OX359250.1	g2760	NaN
OX359250.1	g2761	NaN
OX359250.1	g2762	NaN
OX359250.1	g2763	NaN
OX359250.1	g2764	NaN
OX359250.1	g2765	NaN
OX359250.1	g2766	NaN
OX359250.1	g2767	NaN
OX359250.1	g2768	NaN
OX359250.1	g2769	NaN
OX359250.1	g2770	NaN
OX359250.1	g2771	NaN
OX359250.1	g2772	NaN
OX359250.1	g2773	NaN
OX359250.1	g2774	NaN
OX359250.1	g2775	NaN
OX359250.1	g2776	NaN
OX359250.1	g2777	NaN
OX359250.1	g2778	NaN
OX359250.1	g2779	NaN
OX359250.1	g2780	NaN
OX359250.1	g2781	NaN
OX359250.1	g2782	NaN
OX359250.1	g2783	NaN
OX359250.1	g2784	NaN
OX359250.1	g2785	NaN
OX359250.1	g2786	NaN
