chrom	window_start	window_end	WW5-5	WW2-6	WW5-3	WW5-6	WW5-4	WW1-4	WW2-1	WW5-1	WW3-1	WW1-2	BH3-2	WW2-5
OX359247.1	44600000	44800000	0.00513	0.00548	0.00092	0.002245	9e-05	0.00559	0.001865	0.001945	0.00548	0.004905	0.005985	0.001965
OX359247.1	44800000	45000000	0.005305	0.005425	0.0024	0.002925	0.001115	0.004445	0.003145	0.002355	0.005075	0.005155	0.005965	0.00281
OX359247.1	45000000	45200000	0.00411	0.00395	0.000785	0.000215	0.00104	0.0039	0.000545	0.000355	0.00396	0.00393	0.002555	0.00058
OX359247.1	45200000	45400000	0.003655	0.003615	0.00023	0.000295	0.00044	0.003595	0.000275	0.000865	0.00342	0.00362	0.001475	0.000305
OX359247.1	45400000	45600000	0.0007	0.00028	0.000755	0.002665	0.003675	0.00265	0.002055	0.00076	0.0037	0.00306	0.00594	0.001435
OX359247.1	45600000	45800000	0.00228	0.0023	0.00206	0.001795	0.004565	0.003735	0.002475	0.00731	0.00165	0.006535	0.004565	0.002825
OX359247.1	45800000	46000000	0.000375	0.000215	0.001345	0.000535	0.00044	0.00126	0.001075	0.000655	0.000905	0.001415	0.00448	0.001615
OX359247.1	46000000	46200000	0.00236	0.004375	0.00453	0.001655	0.001625	0.00211	0.001475	0.00364	0.001745	0.00166	0.00675	0.002345
OX359247.1	46200000	46400000	0.004075	0.0032	0.00443	0.003565	0.004465	0.00462	0.004955	0.00562	0.005175	0.001845	0.0066	0.004155
OX359247.1	46400000	46600000	0.000665	0.00055	0.00088	0.000445	0.001175	0.000685	0.00054	0.0003	0.000955	0.00129	0.00536	0.00037
OX359247.1	46600000	46800000	0.00215	0.00049	0.00116	0.000335	0.001095	0.00113	0.001785	0.00152	0.00125	0.0011	0.005105	0.001165
OX359247.1	46800000	47000000	0.00032	0.00066	0.00084	0.000815	0.00038	0.00028	0.00036	0.000655	0.0002	0.00078	0.00366	0.000355
OX359247.1	47000000	47200000	0.001395	0.00089	0.001745	0.001115	0.00148	0.00087	0.00129	0.001345	0.000985	0.001295	0.004895	0.00074
OX359247.1	47200000	47400000	0.002015	0.00153	0.001655	0.00058	0.001755	0.00137	0.001325	0.001285	0.001255	0.001425	0.00223	0.000795
OX359247.1	47400000	47600000	0.00153	0.00171	0.00119	0.001695	0.00067	0.001795	0.00122	0.00202	0.00105	0.0015	0.00097	0.00212
OX359247.1	47600000	47800000	0.0009	0.00055	0.00083	0.00071	0.000855	0.000715	0.00083	0.00073	0.000835	0.000705	0.002545	0.00092
OX359247.1	47800000	48000000	6e-05	8e-05	4.5e-05	9.5e-05	6.5e-05	7e-05	5.5e-05	5e-05	5.5e-05	6.5e-05	0.00354	5.5e-05
OX359247.1	48000000	48200000	0.0	5e-06	0.0	5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0
OX359247.1	48200000	48400000	0.000395	0.00024	0.000255	0.00024	0.00024	0.00024	0.000235	0.000375	0.000265	0.00025	0.005895	0.00039
OX359247.1	48400000	48600000	6.5e-05	0.000145	7.5e-05	0.00014	0.0001	0.000125	9e-05	6.5e-05	8e-05	7e-05	0.0039	0.000115
OX359247.1	48600000	48800000	0.0007	0.00023	6e-05	0.000605	0.000875	0.00078	8.5e-05	0.00023	0.000575	0.000805	0.00315	0.000145
OX359247.1	48800000	49000000	0.001725	0.001515	0.00174	0.002265	0.00126	0.00201	0.00192	0.001555	0.001495	0.00232	0.003605	0.002155
OX359247.1	49000000	49200000	0.00076	0.00102	0.00184	0.000805	0.00169	0.00102	0.002095	0.000755	0.001655	0.0007	0.00093	0.001205
OX359247.1	49200000	49400000	0.00072	0.00076	0.00041	0.000975	0.001165	0.00177	0.00192	0.002005	0.00067	0.002225	0.003085	0.00062
OX359247.1	49400000	49600000	0.000115	0.000965	0.00043	4e-05	0.001255	0.000405	5e-05	3e-05	0.000285	0.000295	0.00108	0.000415
OX359247.1	49600000	49800000	0.000435	0.00021	0.003795	0.000235	0.000285	8e-05	0.00082	0.000225	0.000125	0.00074	0.00011	0.000115
OX359247.1	49800000	50000000	0.00311	0.00071	0.003155	0.000505	0.000515	0.00057	0.00056	0.00039	0.000655	0.00063	0.00076	0.000565
OX359247.1	50000000	50200000	0.000605	0.000355	0.00128	0.000285	0.00031	4.5e-05	0.000305	0.000545	0.000535	1.5e-05	0.0	0.001015
OX359247.1	50200000	50400000	0.0015	0.00138	0.00158	0.001605	0.000935	0.00174	0.00151	0.00164	0.001075	0.00182	0.00104	0.001255
OX359247.1	50400000	50600000	0.003395	0.00124	0.002595	0.001675	0.00208	0.00186	0.00264	0.00383	0.0009	0.00327	0.00156	0.00273
OX359247.1	50600000	50800000	0.00075	0.00128	0.00191	0.001935	0.001275	0.00076	0.00047	0.001825	0.00113	0.00085	0.000285	0.001925
OX359247.1	50800000	51000000	0.002565	0.003835	0.0024	0.001975	0.001885	0.004395	0.001615	0.003135	0.001835	0.00226	0.000515	0.001755
OX359247.1	51000000	51200000	0.00144	0.00302	0.0031	0.00068	0.00326	0.00069	0.003335	0.00345	0.00067	0.00269	0.00056	0.00263
OX359247.1	51200000	51400000	0.001115	0.000745	0.00107	0.00074	0.001075	0.0008	0.000485	0.001075	0.00111	0.00104	3.5e-05	0.001295
OX359247.1	51400000	51600000	0.00061	0.00052	0.000625	0.00054	0.000705	0.000315	0.00073	0.000485	0.00069	0.000645	0.000535	0.000515
OX359247.1	51600000	51800000	5.5e-05	5.5e-05	6e-05	5.5e-05	5.5e-05	3.5e-05	7e-05	3.5e-05	4.5e-05	4.5e-05	5e-06	4.5e-05
OX359247.1	51800000	52000000	0.00015	0.001005	0.000165	0.00085	0.00016	0.00012	0.00097	0.000925	0.00102	0.000155	3.5e-05	0.001025
OX359247.1	52000000	52200000	0.0	5e-06	5e-06	0.0	0.0	0.0	5e-06	1e-05	0.0	5e-06	5e-06	5e-06
OX359247.1	52200000	52400000	0.00034	0.000105	0.00025	0.000175	7.5e-05	9e-05	0.00015	0.00011	0.000285	0.0002	3.5e-05	8e-05
OX359247.1	52400000	52600000	0.00019	0.00036	0.000115	0.000205	0.000105	7e-05	0.000205	0.00017	0.001445	0.00014	2.5e-05	0.00037
OX359247.1	52600000	52800000	0.000585	0.001275	0.0007	0.00067	0.000795	0.000935	0.00082	0.000925	0.00135	0.000655	0.000115	0.000765
OX359247.1	52800000	53000000	0.00039	0.001185	0.000375	0.00078	0.000705	0.000725	0.000785	0.00107	0.00042	0.000495	0.000295	0.000385
OX359247.1	53000000	53200000	0.000215	0.000525	0.000545	0.00041	0.00034	0.00037	0.00086	0.000485	0.00069	0.000295	1.5e-05	0.0004
OX359247.1	53200000	53400000	0.00054	0.000475	0.000445	0.000325	0.00064	0.000165	0.000665	0.00036	0.00023	0.0002	0.000165	0.00039
OX359247.1	53400000	53600000	0.0029	0.006295	0.00353	0.00399	0.006955	0.007385	0.002075	0.00231	0.002895	0.0035	0.001445	0.003895
OX359247.1	53600000	53800000	0.00851	0.0085	0.01352	0.007365	0.01263	0.0053	0.012255	0.011835	0.005415	0.013415	0.005395	0.005245
OX359247.1	53800000	54000000	0.002805	0.00346	0.00404	0.00285	0.002325	0.003295	0.001375	0.00515	0.004365	0.002665	0.00188	0.00379
OX359247.1	54000000	54200000	0.00153	0.002375	0.0025	0.00186	0.00262	0.002745	0.0023	0.001695	0.001735	0.00237	0.000485	0.002475
OX359247.1	54200000	54400000	0.00019	0.00059	0.00061	0.00015	0.00076	0.00033	0.00017	0.00083	0.00053	0.000965	1e-05	0.00073
OX359247.1	54400000	54600000	0.00556	0.005525	0.005555	0.001035	0.005315	0.000885	0.000945	3.5e-05	0.0011	0.000895	4.5e-05	0.00091
OX359247.1	54600000	54800000	0.00216	0.00317	0.0006	0.000995	0.00258	0.00036	0.001135	0.000805	0.00044	0.00058	0.000725	0.000965
OX359247.1	54800000	55000000	0.001335	0.00033	0.000195	0.001455	0.001055	3.5e-05	0.00024	0.0013	0.00145	0.00128	7e-05	0.002
OX359247.1	55000000	55200000	0.00122	0.001285	0.00111	0.000675	0.000715	0.001405	0.000805	0.001245	0.004565	0.001625	0.00064	0.001365
OX359247.1	55200000	55400000	0.0005	0.002055	0.000395	0.00048	0.00028	0.00249	0.00117	0.00043	0.000925	0.00033	0.00178	0.001355
OX359247.1	55400000	55600000	0.00041	0.00021	0.001225	0.00035	0.000365	0.000185	0.00028	0.000315	0.00026	0.00019	0.001195	0.000465
OX359247.1	55600000	55800000	0.001505	0.000425	0.000215	0.000165	0.000185	0.001555	0.000125	0.001345	0.000365	0.000365	0.00042	0.00049
OX359247.1	55800000	56000000	0.003195	0.004755	0.00231	0.00351	0.006125	0.003075	0.001325	0.003345	0.001485	0.002765	0.001485	0.00078
OX359247.1	56000000	56200000	0.001945	0.00378	0.00259	0.002465	0.002045	0.002075	0.00199	0.00432	0.001545	0.00168	0.001165	0.00332
OX359247.1	56200000	56400000	0.00448	0.0039	0.00344	0.003415	0.0033	0.001685	0.001865	0.002235	0.00118	0.002295	0.00299	0.00186
OX359247.1	56400000	56600000	0.00171	0.001625	0.001845	0.00268	0.002015	0.00131	0.000625	0.002235	0.00224	0.001405	0.00229	0.00254
OX359247.1	56600000	56800000	0.001355	0.00181	0.0019	0.0013	0.00194	0.001205	0.002445	0.00163	0.001585	0.002555	0.000265	0.00223
OX359247.1	56800000	57000000	0.000325	0.000325	0.000465	8.5e-05	0.00037	9.5e-05	0.000275	0.000985	0.000195	0.00031	0.00016	0.000455
OX359247.1	57000000	57200000	0.000285	0.000165	0.000265	0.00017	0.000275	0.000215	0.00027	0.000865	0.00031	0.0002	0.000255	0.000205
OX359247.1	57200000	57400000	0.005265	0.000835	0.00064	0.000465	0.001665	0.000825	0.00056	0.006915	0.00216	0.000535	0.000735	0.005535
OX359247.1	57400000	57600000	0.00183	0.001305	0.00083	0.001225	0.001145	0.001225	0.00213	0.001465	0.00125	0.00135	0.000205	0.0018
OX359247.1	57600000	57800000	0.00384	0.005335	0.00322	0.003415	0.003845	0.006325	0.00484	0.00432	0.004515	0.00263	0.002005	0.00282
OX359247.1	57800000	58000000	0.002455	0.001405	0.001385	0.00152	0.003995	0.00208	0.00212	0.00322	0.00193	0.00233	0.000775	0.00326
OX359247.1	58000000	58200000	0.00239	0.002725	0.001755	0.00293	0.00371	0.001815	0.0028	0.00282	0.003105	0.003315	0.000945	0.00273
OX359247.1	58200000	58400000	0.00526	0.00379	0.00321	0.003945	0.002905	0.004305	0.002915	0.00299	0.00223	0.002555	0.001685	0.003785
OX359247.1	58400000	58600000	0.00404	0.00605	0.002845	0.002955	0.005595	0.00403	0.006335	0.002385	0.005295	0.00366	0.001355	0.00203
OX359247.1	58600000	58800000	0.00883	0.005255	0.003575	0.00285	0.004755	0.00424	0.00354	0.00676	0.0059	0.002255	0.000235	0.002
OX359247.1	58800000	59000000	0.002655	0.001635	0.00216	0.002705	0.00199	0.00203	0.001545	0.00335	0.00253	0.00224	0.00074	0.003455
OX359247.1	59000000	59200000	0.002335	0.002945	0.002555	0.00434	0.00286	0.004435	0.00392	0.00456	0.002205	0.0041	0.001	0.00316
OX359247.1	59200000	59400000	0.000365	0.001405	0.002145	0.0017	0.00069	0.00175	0.000855	0.000885	0.001115	0.001525	0.00058	0.001835
OX359247.1	59400000	59600000	0.002025	0.00182	0.000645	0.001725	0.002425	0.002345	0.00211	0.002475	0.001795	0.00163	0.00054	0.00201
OX359247.1	59600000	59800000	0.001255	0.001505	0.000655	0.000525	0.001845	0.001355	0.00048	0.001585	0.001275	0.000475	0.000115	0.00049
OX359247.1	59800000	60000000	0.00147	0.00116	0.00103	0.001275	0.000935	0.00118	0.00122	0.000825	0.00063	0.000255	0.000395	0.00069
OX359247.1	60000000	60200000	0.000795	0.000945	0.000655	0.000735	0.00099	0.000685	0.000535	0.00095	0.000275	0.00064	0.00058	0.00109
OX359247.1	60200000	60400000	0.001865	0.006695	0.00115	0.000705	0.00166	0.000445	0.00186	0.000825	0.00082	0.000705	0.00103	0.000675
OX359247.1	60400000	60600000	0.00048	0.000535	0.00113	0.00044	0.00193	0.000535	0.00058	0.00124	0.00157	0.002435	0.00043	0.00105
OX359247.1	60600000	60800000	0.001455	0.000445	8.5e-05	0.002235	0.00223	0.00395	0.00452	0.00016	0.001915	0.00235	0.001125	0.00053
OX359247.1	60800000	61000000	0.000605	0.001165	0.000295	0.00063	0.001235	0.00118	0.001185	0.000935	0.000775	0.001335	0.000145	0.00064
OX359247.1	61000000	61200000	0.000805	0.00147	0.00609	0.000635	0.00186	0.00096	0.000935	0.005125	0.004985	0.005325	0.00023	0.00167
OX359247.1	61200000	61400000	0.000665	0.00065	0.00066	0.000655	0.00071	0.000575	0.000675	0.000595	0.00064	0.000715	0.000515	0.00064
OX359247.1	61400000	61600000	0.00093	0.001605	0.0013	0.001285	0.00086	0.0009	0.000805	0.00159	0.000935	0.00088	0.00083	0.00054
OX359247.1	61600000	61800000	0.000695	0.00103	0.000455	0.003385	0.00169	0.001845	0.001835	0.0017	0.00043	0.00169	0.000295	0.00196
OX359247.1	61800000	62000000	0.001845	0.000445	0.000765	0.003075	0.00277	0.001075	0.0008	0.000725	0.001955	0.0022	0.0002	0.001995
OX359247.1	62000000	62200000	0.002795	0.001135	0.00233	0.002005	0.002395	0.002045	0.00031	0.00069	0.0014	0.00486	0.00012	0.001545
OX359247.1	62200000	62400000	0.000425	0.000995	0.0004	0.00052	0.001125	0.00091	0.000945	0.00051	0.00095	0.001175	0.00048	0.001105
OX359247.1	62400000	62600000	0.00172	0.000695	0.000645	0.00065	0.001595	0.001095	0.00194	0.00017	0.00309	0.00435	0.000505	0.00085
OX359247.1	62600000	62800000	0.004745	0.00194	0.003785	0.003965	0.002475	0.001795	0.002345	0.002335	0.00353	0.004045	7e-05	0.00376
OX359247.1	62800000	63000000	0.000155	0.0	0.00015	0.00015	0.0	0.0	0.0	0.0	0.00015	0.00015	0.0	0.00015
OX359247.1	63000000	63200000	0.000845	0.00073	0.000875	4e-05	0.0	0.00073	0.00073	0.00071	0.00087	0.00023	0.0	0.000865
OX359247.1	63200000	63400000	9e-05	0.0	9e-05	9e-05	0.0	0.0	0.0	0.0	9e-05	9e-05	0.0	9e-05
OX359247.1	63400000	63600000	1e-05	0.0	1e-05	1e-05	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	1e-05
OX359247.1	63600000	63800000	0.001625	0.001105	0.001325	0.00162	0.000815	0.000915	0.000845	0.001055	0.001585	0.001085	0.000915	0.001805
OX359247.1	63800000	64000000	0.000795	0.00029	0.000735	0.0008	0.000285	0.00028	0.000275	0.00031	0.00076	0.000865	0.00029	0.00079
OX359247.1	64000000	64200000	0.00047	0.00039	0.001175	0.00123	0.000335	0.000335	0.0003	0.00049	0.00057	0.000475	0.000575	0.001395
OX359247.1	64200000	64400000	0.00191	9e-05	0.000665	0.00191	5.5e-05	5e-05	4e-05	8e-05	0.00188	0.000195	9e-05	0.000405
OX359247.1	64400000	64600000	0.000145	0.000115	0.00109	0.00068	0.00076	0.000125	0.00017	0.0007	0.000645	0.00065	0.0001	0.00122
OX359247.1	64600000	64800000	0.00045	0.000455	0.001135	0.0011	0.00035	0.000435	0.0004	0.00046	0.001175	0.001055	0.000245	0.00109
OX359247.1	64800000	65000000	0.0013	0.00114	0.00147	0.00157	0.001255	0.001255	0.0008	0.00087	0.001795	0.00181	0.00105	0.001685
OX359247.1	65000000	65200000	0.000835	0.00147	0.001925	0.002545	0.00105	0.00157	0.0017	0.00195	0.002605	0.001725	0.00126	0.002715
OX359247.1	65200000	65400000	0.000465	0.000395	0.00093	0.0009	0.0004	0.000425	0.00034	0.00035	0.001005	0.000425	0.00027	0.000935
OX359247.1	65400000	65600000	0.003945	0.000705	0.004085	0.004055	0.000325	0.000985	0.00046	0.00031	0.00395	0.004115	6.5e-05	0.00408
OX359247.1	65600000	65800000	0.001975	0.0007	0.002005	0.001925	0.0008	0.00098	0.00057	0.000505	0.00212	0.001935	0.000295	0.001935
OX359247.1	65800000	66000000	0.00143	0.00032	0.00163	0.001485	0.000625	0.001035	0.00014	0.000255	0.001505	0.00158	0.000125	0.001495
OX359247.1	66000000	66200000	0.001075	9e-05	0.00111	0.001155	6.5e-05	0.00044	5e-05	7.5e-05	0.001155	0.00116	8.5e-05	0.00116
OX359248.1	0	200000	0.00067	0.000725	0.0007	0.000485	0.000425	0.00061	0.00065	0.000475	0.0007	0.000695	0.000675	0.000695
OX359248.1	200000	400000	2.5e-05	4e-05	3e-05	4.5e-05	6.5e-05	7.5e-05	2.5e-05	4e-05	7.5e-05	5.5e-05	4e-05	6e-05
OX359248.1	400000	600000	0.000115	0.000125	6.5e-05	0.000115	0.00012	0.00011	9e-05	0.00016	0.00012	2.5e-05	8e-05	3.5e-05
OX359248.1	600000	800000	0.00073	0.000665	0.000565	0.00044	0.000575	0.000635	0.000715	0.00066	0.001	0.001105	0.000555	0.00058
OX359248.1	800000	1000000	0.00051	0.00081	0.000575	0.00072	0.000525	5e-05	0.00049	0.00069	0.0006	0.000635	0.0	0.00044
OX359248.1	1000000	1200000	0.00128	0.00125	0.001015	0.001715	0.00133	0.001045	0.00123	0.001205	0.001105	0.001065	5e-06	0.000785
OX359248.1	1200000	1400000	0.00056	0.00058	0.00037	0.000615	0.00086	0.00056	0.00144	0.0004	0.002115	0.00071	0.0	0.000585
OX359248.1	1400000	1600000	0.00101	0.000785	0.000575	0.001065	0.00078	0.00082	0.001185	0.000875	0.00361	0.001425	4.5e-05	0.00057
OX359248.1	1600000	1800000	0.000515	0.00026	0.000135	0.00036	0.000475	0.0003	0.00032	0.000325	0.00303	0.00147	0.00029	0.000115
OX359248.1	1800000	2000000	0.00091	0.000935	0.00082	0.00079	0.00086	0.000315	0.00044	0.00035	0.003805	0.003515	0.0004	0.00062
OX359248.1	2000000	2200000	0.001145	0.000745	0.00046	0.00113	0.00114	0.000195	0.00094	0.000295	0.002905	0.00282	0.00023	0.00145
OX359248.1	2200000	2400000	0.000785	0.00071	0.0004	0.00014	0.001805	0.000195	0.0006	0.000225	0.00362	0.004455	0.000215	0.00071
OX359248.1	2400000	2600000	0.00032	0.00013	0.00042	0.000305	0.000265	0.000115	0.000315	0.000205	0.00189	0.002275	0.00012	0.000355
OX359248.1	2600000	2800000	0.001055	0.00112	0.000215	0.00166	0.000895	0.000945	0.00083	0.00124	0.00327	0.00311	5e-06	0.00152
OX359248.1	2800000	3000000	0.001025	0.00111	0.00038	0.00122	0.00082	0.0017	0.002385	0.00174	0.0021	0.002225	0.000165	0.001475
OX359248.1	3000000	3200000	0.00072	0.000485	0.0012	0.00143	0.001195	0.001235	0.00119	0.001475	0.00357	0.003185	0.000175	0.00139
OX359248.1	3200000	3400000	0.00075	0.000655	0.0014	0.000625	0.00134	0.00115	0.00055	0.00081	0.003115	0.00313	2.5e-05	0.001235
OX359248.1	3400000	3600000	0.00107	0.00204	0.001925	0.001665	0.001295	0.00125	0.001955	0.001465	0.005235	0.00585	9.5e-05	0.00213
OX359248.1	3600000	3800000	0.00113	0.001055	0.00193	0.002435	0.0016	0.00156	0.001715	0.001655	0.00674	0.006685	0.0001	0.00128
OX359248.1	3800000	4000000	0.000145	0.00054	0.000115	8e-05	0.00057	0.00012	0.000105	0.0006	0.003965	0.004205	3.5e-05	0.000225
OX359248.1	4000000	4200000	0.001795	0.00114	0.001785	0.000925	0.00109	0.00154	0.001395	0.001765	0.004525	0.005075	0.00016	0.00164
OX359248.1	4200000	4400000	0.00091	0.00058	0.000795	0.001175	0.0007	0.001255	0.000915	0.00173	0.002635	0.00287	2e-05	0.000805
OX359248.1	4400000	4600000	0.00179	0.000695	0.001135	0.00186	0.001045	0.00223	0.000725	0.00186	0.00251	0.00257	0.000265	0.001205
OX359248.1	4600000	4800000	0.00134	0.0006	0.0012	0.00111	0.000465	0.00081	0.00134	0.00117	0.00281	0.002705	0.000655	0.000985
OX359248.1	4800000	5000000	3e-05	1e-05	0.00021	2.5e-05	6e-05	3.5e-05	3.5e-05	4e-05	0.002415	0.003535	1e-05	2e-05
OX359248.1	5000000	5200000	0.000125	0.00021	0.000125	0.00019	0.000165	0.000185	0.00013	0.0002	0.003025	0.003865	9e-05	0.00017
OX359248.1	5200000	5400000	8.5e-05	7.5e-05	0.00012	8e-05	8e-05	5e-05	9.5e-05	7.5e-05	0.00446	0.00421	1.5e-05	6.5e-05
OX359248.1	5400000	5600000	0.000145	0.00105	0.00096	0.001365	0.000605	0.000175	0.00045	0.000545	0.002565	0.002795	0.000235	0.00043
OX359248.1	5600000	5800000	0.001515	0.002215	0.001645	0.001115	0.002075	0.001345	0.00122	0.001045	0.00255	0.004535	0.001655	0.00103
OX359248.1	5800000	6000000	0.000125	0.001945	0.00097	0.00061	0.000535	0.00056	0.000235	0.0	0.00284	0.00311	0.000295	0.000535
OX359248.1	6000000	6200000	0.00131	0.00174	0.00034	0.00172	0.00233	0.002085	0.00153	0.000335	0.0024	0.003015	0.00016	0.002845
OX359248.1	6200000	6400000	0.00085	0.00212	0.000805	0.002035	0.00224	0.002175	0.000885	0.00065	0.004825	0.002335	0.001005	0.002375
OX359248.1	6400000	6600000	9.5e-05	0.00053	0.000585	0.00045	0.000665	0.000845	0.00037	0.0003	0.003695	0.003525	2.5e-05	0.000465
OX359248.1	6600000	6800000	8.5e-05	0.000105	0.000185	0.000175	0.00018	0.0001	6e-05	0.00022	0.004125	0.00439	4e-05	0.000345
OX359248.1	6800000	7000000	0.00086	0.000525	0.000965	0.000685	0.00106	0.00077	0.00066	0.00107	0.002565	0.003925	0.001285	0.00089
OX359248.1	7000000	7200000	0.00043	0.00059	0.00038	0.00039	0.00044	0.000605	0.00077	0.00043	0.004105	0.00407	0.00055	0.00064
OX359248.1	7200000	7400000	0.000975	0.0014	0.001175	0.00076	0.001475	0.001585	0.001385	0.00143	0.00377	0.003825	0.00165	0.00164
OX359248.1	7400000	7600000	0.000555	0.000445	0.000785	0.000725	0.00053	0.000775	0.000425	0.000445	0.002795	0.002875	0.00064	0.000415
OX359248.1	7600000	7800000	0.001325	0.00082	0.000635	0.00074	0.00038	0.000115	0.0001	0.00102	0.00258	0.00265	0.00037	0.00042
OX359248.1	7800000	8000000	0.00012	0.00068	9e-05	0.000115	0.000485	0.000325	9.5e-05	0.001105	0.001905	0.0019	0.00035	0.00062
OX359248.1	8000000	8200000	0.000405	0.0003	0.001	0.000445	0.00067	0.00024	0.00076	0.000445	0.00379	0.00371	0.001695	0.000965
OX359248.1	8200000	8400000	4e-05	0.00026	3e-05	0.000365	0.0004	5e-05	0.000195	0.00057	0.00286	0.002875	2e-05	0.00041
OX359248.1	8400000	8600000	0.00029	0.000525	0.0007	0.00081	0.00236	0.0003	0.00032	0.00062	0.00194	0.002665	0.0011	0.00192
OX359248.1	8600000	8800000	0.002545	0.00255	0.000465	0.00056	0.00312	0.000385	0.000705	0.00261	0.00363	0.004235	0.00021	0.000865
OX359248.1	8800000	9000000	0.00066	0.00076	9.5e-05	0.00014	0.00016	0.00064	0.0004	0.00035	0.00352	0.003525	4e-05	0.000405
OX359248.1	9000000	9200000	0.00017	0.000195	0.00016	0.00017	0.000205	0.000165	8e-05	0.00016	0.00401	0.0035	0.000225	0.000155
OX359248.1	9200000	9400000	1.5e-05	3e-05	2.5e-05	1e-05	4e-05	4.5e-05	5e-05	3.5e-05	0.001625	0.001915	1e-05	5e-05
OX359248.1	9400000	9600000	4e-05	4.5e-05	4e-05	5.5e-05	5e-05	4e-05	3e-05	4e-05	0.0041	0.00472	4.5e-05	4e-05
OX359248.1	9600000	9800000	0.000635	0.00065	0.00034	0.000935	0.001555	0.000745	0.000245	0.00088	0.005525	0.008025	0.00257	0.000175
OX359248.1	9800000	10000000	0.00034	0.000445	0.00038	0.0003	0.00032	0.00036	0.00025	0.000245	0.004005	0.004455	0.000565	0.00031
OX359248.1	10000000	10200000	0.000745	0.001225	0.00094	0.0012	0.001065	0.001085	0.001055	0.00078	0.004675	0.00524	0.000125	0.000745
OX359248.1	10200000	10400000	0.000715	0.00075	0.00162	0.000885	0.001065	0.001365	0.001095	0.001035	0.005915	0.00656	0.0005	0.00092
OX359248.1	10400000	10600000	0.00065	0.00074	0.000275	0.000765	0.00059	0.000535	0.00076	0.00068	0.004775	0.004665	0.00018	0.000905
OX359248.1	10600000	10800000	0.00197	0.002265	0.00154	0.00102	0.000705	0.001455	0.00139	0.00114	0.002965	0.003155	0.00117	0.001625
OX359248.1	10800000	11000000	0.001255	0.00203	0.001675	0.000795	0.00113	0.002725	0.001765	0.00201	0.002465	0.00577	0.00017	0.000735
OX359248.1	11000000	11200000	0.001775	0.00174	0.00139	0.00132	0.00121	0.000185	0.00145	0.001605	0.00268	0.004735	0.000765	0.001685
OX359248.1	11200000	11400000	0.00236	0.001895	0.001665	0.0016	0.002055	0.00095	0.001345	0.00166	0.0032	0.004605	5e-05	0.00165
OX359248.1	11400000	11600000	9e-05	0.000265	0.00053	0.000585	0.00022	0.000675	0.000235	0.000685	0.000565	0.00073	0.000185	0.0006
OX359248.1	11600000	11800000	0.00235	0.00383	0.002365	0.00485	0.003865	0.00189	0.0015	0.00278	0.004605	0.006085	0.00057	0.002975
OX359248.1	11800000	12000000	0.00022	0.0007	4.5e-05	0.00068	0.00067	5e-05	6.5e-05	0.00018	0.004185	0.00459	1e-05	0.00068
OX359248.1	12000000	12200000	0.00016	0.000175	0.00012	0.00015	0.000165	0.0002	2.5e-05	0.000165	0.00261	0.002625	1.5e-05	0.000195
OX359248.1	12200000	12400000	0.00026	2e-05	0.000515	0.000685	0.00026	1e-05	0.000255	0.000735	0.00395	0.004065	0.00058	1.5e-05
OX359248.1	12400000	12600000	7.5e-05	8.5e-05	3.5e-05	2.5e-05	7e-05	5e-05	5.5e-05	5e-05	0.004515	0.00472	0.004225	9e-05
OX359248.1	12600000	12800000	2e-05	6e-05	1.5e-05	2e-05	3e-05	4e-05	4.5e-05	5e-05	0.005395	0.00557	0.00545	3.5e-05
OX359248.1	12800000	13000000	0.00024	0.000385	0.0002	0.000395	0.00045	0.000375	0.000135	0.00022	0.00091	0.001925	0.00171	0.00036
OX359248.1	13000000	13200000	1.5e-05	7e-05	1.5e-05	2e-05	1.5e-05	1.5e-05	4e-05	3e-05	3e-05	0.00018	0.000175	2e-05
OX359248.1	13200000	13400000	0.001485	0.00081	0.001465	0.000675	0.001605	0.00082	0.001195	0.00135	0.00151	0.00164	0.00163	0.001145
OX359248.1	13400000	13600000	0.000725	0.000565	0.000635	0.000445	0.00111	0.001005	0.000805	0.00076	0.001355	0.004315	0.00232	0.00048
OX359248.1	13600000	13800000	0.00034	0.0001	0.000145	0.00035	0.00023	6e-05	8.5e-05	8e-05	0.00347	0.00378	0.0046	6e-05
OX359248.1	13800000	14000000	0.00098	0.0005	0.000705	0.000765	0.000565	0.00042	0.000925	0.00042	0.002665	0.000405	0.00204	0.000955
OX359248.1	14000000	14200000	0.00115	0.000145	0.00163	0.001755	0.000195	0.000135	0.002195	0.00232	0.001965	0.00047	0.00248	0.001215
OX359248.1	14200000	14400000	0.002555	0.00311	0.001485	0.00278	0.003735	0.002825	0.00284	0.002335	0.00502	0.001405	0.004475	0.00174
OX359248.1	14400000	14600000	0.001695	0.00129	0.00153	0.0013	0.00115	0.000865	0.00106	0.00088	0.003805	0.00138	0.005595	0.001295
OX359248.1	14600000	14800000	0.00039	0.000345	0.000145	0.000325	0.000325	0.000165	0.00035	0.00012	0.000285	0.00022	0.000345	0.000345
OX359248.1	14800000	15000000	0.000665	0.000525	0.000335	0.00022	0.000355	0.000365	0.00017	0.00029	0.00132	0.00029	0.000885	0.000245
